,Name,Brand,Category,Size,Unit,Price,SellingPrice,Discount
824,Snack Bar Fruit and Nut Choco UNIBIC 30Gms,storese,Branded Foods,30,gm,40,38,5
825,Jelly Crystals Strawberry Weikfield 90Gms,storese,Branded Foods,90,gm,45,43,4.44
826,Garlic Sev Town 200 gm,storese,Branded Foods,200,gm,50,44,12
827,Chutney Coconut Spicy Town 150 Gms,storese,Branded Foods,150,gm,55,44,20
828,Kettle Chips Potato Salted Town 100 Gms,storese,Branded Foods,100,gm,55,44,20
829,Potato Papad Mini Spiral Town 200gms,storese,Branded Foods,200,gm,50,45,10
830,Potato Papad Plain Town 200gms,storese,Branded Foods,200,gm,50,45,10
831,Potato Papad Round Crinckle Town 200gms,storese,Branded Foods,200,gm,50,45,10
832,Potato Papad Square Crinckle Town 200gms,storese,Branded Foods,200,gm,50,45,10
833,Congress Groundnut Town 200 gms,storese,Branded Foods,200,gm,50,48,4
834,Hide and Seek Parle 200 Grams,storese,Branded Foods,200,gm,50,48,4
835,Kettle Chips Potato Madras Chilly Town 100 Gms,storese,Branded Foods,100,gm,60,48,20
836,Oma Podi Town 200 gms,storese,Branded Foods,200,gm,60,48,20
837,Kara Boondi Town 200Gms,storese,Branded Foods,200,gm,50,48,4
838,Matri Town 200 gms,storese,Branded Foods,200,gm,62,50,19.35
839,Masala Poha Desi Mealz 100Gms,storese,Branded Foods,100,gm,55,52,5.45
840,Tamarinds Poha Desi Mealz 100Gms,storese,Branded Foods,100,gm,55,52,5.45
841,Energy Balls Multigrain Tropical Mango Cashew Zing The Bread Company 40Gms,storese,Branded Foods,40,gm,55,52,5.45
842,Maddur Vada Town 200 gms,storese,Branded Foods,200,gm,68,54,20.59
843,Crispy Mandakki (Puffed Rice) Town 200Gms,storese,Branded Foods,200,gm,60,54,10
844,Kodubale Masala Big Town 200g,storese,Branded Foods,200,gm,70,56,20
845,Sweet Kesari Desi Mealz 100Gms,storese,Branded Foods,100,gm,60,57,5
846,Yin Yangs Poha Desi Mealz 100Gms,storese,Branded Foods,100,gm,60,57,5
847,Palak Kara Sev Town 200 gms,storese,Branded Foods,200,gm,72,58,19.44
848,Murmura (Spicy Puffed Rice) Town 200 Gms,storese,Branded Foods,200,gm,72,58,19.44
849,Noodles Yippee Magic Classic Sunfeast 420 Gms,storese,Branded Foods,420,gm,67,64,4.48
850,Biscuit Digestive Whole Wheat McVities 400Gms,storese,Branded Foods,400,gm,68,65,4.41
851,Parle G 800 Gms,storese,Branded Foods,800,gm,70,67,4.29
852,Bhel with Namkeen Town 200Gms,storese,Branded Foods,200,gm,70,67,4.29
853,Spread English Mustard Veeba 300g,storese,Branded Foods,300,gm,74,70,5.41
854,Idly and Dosa Batter ID 1 Kg,storese,Branded Foods,1,kg,75,71,5.33
855,Gur Batasha Town 200 Gms,storese,Branded Foods,200,gm,85,77,9.41
856,Mixture Bombay Special Town 200gms,storese,Branded Foods,200,gm,90,80,11.11
857,Bisibele Bath Desi Mealz 70Gms,storese,Branded Foods,70,gm,90,86,4.44
858,Tomato Puree Morton 850 g,storese,Branded Foods,850,gm,95,90,5.26
859,Dressing White Pasta Veeba 285 Gms,storese,Branded Foods,285,gm,99,94,5.05
860,Vegy Fried Rice Desi Mealz 70Gms,storese,Branded Foods,70,gm,100,95,5
862,Gulab Jamun Ready Mix 175Gms (Buy 1 Get 1 Free) MTR 1No,storese,Branded Foods,1,unit(s),110,105,4.55
863,Badam Peda Town 150gms,storese,Branded Foods,150,gm,135,108,20
864,Atta Laddu Town 300g,storese,Branded Foods,300,gm,135,108,20
865,Garlic Sev Town 500 gms,storese,Branded Foods,500,gm,139,111,20.14
866,Chocolate Dark Fantasy Sunfeast 300 gms,storese,Branded Foods,300,gm,120,114,5
867,Idli Oats Breakfast Mix MTR 500 Gms,storese,Branded Foods,500,gm,120,114,5
868,Tomato Ketchup Squeasy 1Kg,storese,Branded Foods,1,kg,127,121,4.72
869,Pineapple Slices Morton 850 g,storese,Branded Foods,850,gm,130,124,4.62
870,Sharbat-E-Azam Dabur 750ml,storese,Branded Foods,750,ml,130,124,4.62
871,Kesar Peda Town 150gms,storese,Branded Foods,150,gm,150,143,4.67
872,Mango Pulp (Alphanso) Morton 850 g,storese,Branded Foods,850,gm,160,149,6.88
873,Halwa Bombay Town 250g,storese,Branded Foods,250,gm,175,166,5.14
874,Gongura Pickle Future Organics 160gms,storese,Branded Foods,160,gm,175,166,5.14
875,Biscuits 7 Supergrains Digestive The Bread Company 155Gms,storese,Branded Foods,155,gm,175,166,5.14
876,Gulab jamun Ready Mix MTR 500 Gms,storese,Branded Foods,500,gm,175,166,5.14
877,Drumstick Pickle Future Organics 160gms,storese,Branded Foods,160,gm,175,166,5.14
878,Tong Garden Party Snack - Can 180 gm,storese,Branded Foods,180,gm,175,166,5.14
879,Peanut Butter With jelly Grape Sundrop 340Gms,storese,Branded Foods,340,gm,180,171,5
880,Chia Seeds The Bread Company 100Gms,storese,Branded Foods,100,gm,180,171,5
881,Pumpkin Seeds The Bread Company 100 Gms,storese,Branded Foods,100,gm,180,171,5
882,Rava Idli ready Mix MTR 1Kg,storese,Branded Foods,1,kg,195,185,5.13
883,Spirali Pasta Del Monte 500 Gms,storese,Branded Foods,500,gm,200,190,5
884,Mixture Bombay Special Town 500gms,storese,Branded Foods,500,gm,239,191,20.08
885,Mysore Pak Pure Ghee Town 300gms,storese,Branded Foods,300,gm,249,199,20.08
886,Chocolate Dark Morde 500 Gms,storese,Branded Foods,500,gm,210,200,4.76
887,Flourless Molten Chocolate Clusters The Bread Company 120Gms,storese,Branded Foods,120,gm,220,209,5
888,Ginger Herbal Pickle with Olive Oil Future Organics 160gms,storese,Branded Foods,160,gm,225,214,4.89
889,Garlic Pearl With Olive Oil Pickle Future Organics 160gms,storese,Branded Foods,160,gm,225,214,4.89
890,6-in-1 Seeds Mix The Bread Company 150Gms,storese,Branded Foods,150,gm,240,228,5
891,Badam Powder MTR 500 g Jar,storese,Branded Foods,500,gm,250,233,6.8
892,Kaju Katli (Cashew) Town 200Gms,storese,Branded Foods,200,gm,249,237,4.82
893,DIBL Chocolate Spread 330Gms,storese,Branded Foods,330,gm,279,265,5.02
894,Essence Vanilla Bush 500ml,storese,Branded Foods,500,ml,296,281,5.07
895,DIBL Chocolate Hazelnut Spread 330Gms,storese,Branded Foods,330,gm,299,284,5.02
896,Saffron Honey Future Organics 250gms,storese,Branded Foods,250,gm,350,285,18.57
897,Sheesham Honey Future Organics 250gms,storese,Branded Foods,250,gm,300,285,5
898,Thulasi Honey Future Organics 250gms,storese,Branded Foods,250,gm,300,285,5
899,Turmeric Honey Future Organics 250gms,storese,Branded Foods,250,gm,300,285,5
900,Honey Weight Watchers Future Organics 250gms,storese,Branded Foods,250,gm,300,285,5
901,Pasta Fusilli Del Monte  1 KG,storese,Branded Foods,1,kg,325,309,4.92
902,Spreads Ghee Meets Banana Caramel Epigamia 250g,storese,Branded Foods,250,gm,350,333,4.86
903,Halwa Badam Town 300 Gms,storese,Branded Foods,300,gm,389,370,4.88
904,Noodles  Masala Maggi 420 Gms,storese,Branded Foods,420,gm,67,64,4.48
905,Magaj Town 100 Gms,storese,Branded Foods,100,gm,40,36,10
906,Olives Black Pitted Del Monte 450 g,storese,Branded Foods,450,gm,190,181,4.74
907,Aloo Tikki Mccain 400 Gms,storese,Branded Foods,400,gm,90,86,4.44
908,Nuggets Cheesy Chilly McCain 250Gms,storese,Branded Foods,250,gm,130,124,4.62
909,Nuggets Cheesy Chilly McCain 400Gms,storese,Branded Foods,400,gm,200,190,5
910,French Fries Mccain 750Gms,storese,Branded Foods,750,gm,165,157,4.85
911,Veggie Burger Patty Mccain 300 Gms,storese,Branded Foods,300,gm,110,105,4.55
912,Smiles Mccain 175Gms,storese,Branded Foods,175,gm,49,47,4.08
913,Kettle Potato Chips 65 Masala Town 100gms,storese,Branded Foods,100,gm,50,40,20
914,Smiles Mccain Aloo Tikki 415Gms,storese,Branded Foods,415,gm,110,105,4.55
915,Super Wedges Mccain Aloo Tikki 400 Gms,storese,Branded Foods,400,gm,115,109,5.22
916,Veggie Nuggets Mccain Aloo Tikki 325Gms,storese,Branded Foods,325,gm,124,118,4.84
917,Potato Cheese Shotz Mccain Aloo Tikki 400 Gms,storese,Branded Foods,400,gm,195,185,5.13
918,Britannia Bourbon Biscuits 66 gms,storese,Branded Foods,66,gm,10,10,0
919,Chips Potato Madras Chilly (Small Size) Town 100 Gms,storese,Branded Foods,100,gm,40,32,20
920,Honey Patanjali 1 Kg,storese,Branded Foods,1,kg,275,261,5.09
